"region","species","year","size_group_1","size_group_2","entity_1_count_mA","entity_2_count_mB","obs_cooccur_X","total_N","p_value","exp_cooccur","alpha_mle","alpha_medianInt","conf_level","ci_blaker","ci_cp","ci_midQ","ci_midP","jaccard","sorensen","simpson","errornote"
"North Sea","Pollachius virens","2017","4","5",28,29,24,198,"0.0000e+00",4.101,5.188,"[4.933, 5.399]",0.95,"[3.793, 6.653]","[3.762, 6.92]","[3.948, 6.612]","[3.888, 6.71]",0.727,0.842,0.857,NA
"North Sea","Pollachius virens","2018","1","2",34,39,23,198,"5.3336e-12",6.697,2.936,"[2.829, 3.028]",0.95,"[2.029, 3.884]","[1.993, 3.946]","[2.085, 3.833]","[2.065, 3.857]",0.46,0.63,0.676,NA
"North Sea","Pollachius virens","2018","1","3",34,27,17,198,"4.9639e-09",4.636,2.71,"[2.594, 2.813]",0.95,"[1.778, 3.759]","[1.709, 3.771]","[1.813, 3.648]","[1.79, 3.675]",0.386,0.557,0.63,NA
"North Sea","Pollachius virens","2018","1","4",34,25,15,198,"1.7011e-07",4.293,2.477,"[2.361, 2.582]",0.95,"[1.512, 3.518]","[1.465, 3.538]","[1.571, 3.416]","[1.547, 3.443]",0.341,0.508,0.6,NA
"North Sea","Pollachius virens","2018","1","5",34,20,12,198,"5.0036e-06",3.434,2.345,"[2.212, 2.466]",0.95,"[1.34, 3.414]","[1.249, 3.498]","[1.372, 3.356]","[1.343, 3.39]",0.286,0.444,0.6,NA
"North Sea","Pollachius virens","2018","2","3",39,27,25,198,"0.0000e+00",5.318,4.886,"[4.556, 5.132]",0.95,"[3.405, 6.755]","[3.354, 7.145]","[3.551, 6.636]","[3.483, 6.807]",0.61,0.758,0.926,NA
"North Sea","Pollachius virens","2018","2","4",39,25,23,198,"0.0000e+00",4.924,4.676,"[4.347, 4.919]",0.95,"[3.202, 6.539]","[3.15, 6.929]","[3.345, 6.422]","[3.278, 6.591]",0.561,0.719,0.92,NA
"North Sea","Pollachius virens","2018","2","5",39,20,18,198,"5.9963e-13",3.939,4.171,"[3.843, 4.414]",0.95,"[2.676, 6.032]","[2.641, 6.421]","[2.837, 5.915]","[2.77, 6.084]",0.439,0.61,0.9,NA
"North Sea","Pollachius virens","2018","3","4",27,25,21,198,"0.0000e+00",3.409,4.897,"[4.654, 5.097]",0.95,"[3.536, 6.317]","[3.502, 6.577]","[3.681, 6.285]","[3.624, 6.375]",0.677,0.808,0.84,NA
"North Sea","Pollachius virens","2018","3","5",27,20,19,198,"0.0000e+00",2.727,5.899,"[5.323, 6.37]",0.95,"[3.922, 9.024]","[3.873, 9.732]","[4.183, 8.55]","[4.047, 9.045]",0.679,0.809,0.95,NA
"North Sea","Pollachius virens","2018","4","5",25,20,16,198,"0.0000e+00",2.525,4.255,"[4.031, 4.441]",0.95,"[2.937, 5.613]","[2.905, 5.864]","[3.075, 5.594]","[3.024, 5.674]",0.552,0.711,0.8,NA
"North Sea","Pollachius virens","2019","1","2",10,16,2,198,"0.1881",0.808,1.125,"[0.826, 1.486]",0.95,"[-0.838, 2.75]","[-1.231, 2.873]","[-0.697, 2.608]","[-0.885, 2.704]",0.083,0.154,0.2,NA
"North Sea","Pollachius virens","2019","1","3",10,11,2,198,"0.099",0.556,1.589,"[1.268, 1.964]",0.95,"[-0.414, 3.377]","[-0.809, 3.412]","[-0.263, 3.122]","[-0.46, 3.23]",0.105,0.19,0.2,NA
"North Sea","Pollachius virens","2019","1","4",10,14,2,198,"0.1508",0.707,1.289,"[0.984, 1.654]",0.95,"[-0.687, 2.958]","[-1.08, 3.059]","[-0.543, 2.787]","[-0.733, 2.886]",0.091,0.167,0.2,NA
"North Sea","Pollachius virens","2019","1","5",10,13,2,198,"0.1328",0.657,1.38,"[1.071, 1.748]",0.95,"[-0.603, 3.08]","[-0.997, 3.164]","[-0.457, 2.888]","[-0.649, 2.989]",0.095,0.174,0.2,NA
"North Sea","Pollachius virens","2019","2","3",16,11,4,198,"0.0068",0.889,2.098,"[1.875, 2.338]",0.95,"[0.68, 3.534]","[0.429, 3.635]","[0.709, 3.409]","[0.622, 3.48]",0.174,0.296,0.364,NA
"North Sea","Pollachius virens","2019","2","4",16,14,7,198,"1.3701e-05",1.131,2.93,"[2.732, 3.121]",0.95,"[1.682, 4.289]","[1.521, 4.376]","[1.718, 4.165]","[1.661, 4.226]",0.304,0.467,0.5,NA
"North Sea","Pollachius virens","2019","2","5",16,13,4,198,"0.0132",1.051,1.84,"[1.635, 2.068]",0.95,"[0.462, 3.194]","[0.213, 3.3]","[0.483, 3.096]","[0.402, 3.158]",0.16,0.276,0.308,NA
"North Sea","Pollachius virens","2019","3","4",11,14,5,198,"3e-04",0.778,2.766,"[2.535, 2.998]",0.95,"[1.397, 4.209]","[1.167, 4.351]","[1.419, 4.104]","[1.341, 4.182]",0.25,0.4,0.455,NA
"North Sea","Pollachius virens","2019","3","5",11,13,5,198,"2e-04",0.722,2.886,"[2.647, 3.123]",0.95,"[1.5, 4.327]","[1.269, 4.498]","[1.525, 4.243]","[1.444, 4.324]",0.263,0.417,0.455,NA
"North Sea","Pollachius virens","2019","4","5",14,13,6,198,"5.1378e-05",0.919,2.904,"[2.69, 3.114]",0.95,"[1.456, 4.379]","[1.41, 4.415]","[1.631, 4.187]","[1.564, 4.256]",0.286,0.444,0.462,NA
"North Sea","Scomber scombrus","1982","1","2",5,2,1,198,"0.05",0.051,3.762,"[2.798, 4.727]",0.95,"[0, 7.524]","[-0.714, 8.238]","[0.698, 6.827]","[-0.01, 7.535]",0.167,0.286,0.5,NA
"North Sea","Scomber scombrus","1982","1","3",5,2,2,198,"5e-04",0.051,10,"[4.727, 10]",0.95,"[2.544, 10]","[2.109, 10]","[6.054, 9.119]","[2.544, 10]",0.4,0.571,1,NA
"North Sea","Scomber scombrus","1982","1","4",5,4,1,198,"0.098",0.101,2.712,"[2.023, 3.43]",0.95,"[-0.709, 5.164]","[-1.42, 5.509]","[-0.134, 4.888]","[-0.724, 5.19]",0.125,0.222,0.25,NA
"North Sea","Scomber scombrus","1982","1","5",5,1,0,198,"1",0.025,-10,"[-10, 3.653]",0.95,"[-10, 6.598]","[-10, 7.317]","[-5.005, -1.342]","[-10, 6.598]",0,0,0,NA
"North Sea","Scomber scombrus","1982","2","3",2,2,1,198,"0.0202",0.02,4.929,"[3.781, 6.077]",0.95,"[0.936, 8.922]","[0.22, 9.638]","[1.771, 8.087]","[0.929, 8.929]",0.333,0.5,0.5,NA
"North Sea","Scomber scombrus","1982","2","4",2,4,1,198,"0.0401",0.04,4.023,"[3.034, 5.011]",0.95,"[0.229, 7.817]","[-0.485, 8.531]","[0.945, 7.1]","[0.219, 7.826]",0.2,0.333,0.5,NA
"North Sea","Scomber scombrus","1982","2","5",2,1,1,198,"0.0101",0.01,10,"[4.585, 10]",0.95,"[1.641, 10]","[0.921, 10]","[5.461, 9.124]","[1.641, 10]",0.5,0.667,1,NA
"North Sea","Scomber scombrus","1982","3","4",2,4,1,198,"0.0401",0.04,4.023,"[3.034, 5.011]",0.95,"[0.229, 7.817]","[-0.485, 8.531]","[0.945, 7.1]","[0.219, 7.826]",0.2,0.333,0.5,NA
"North Sea","Scomber scombrus","1982","3","5",2,1,0,198,"1",0.01,-10,"[-10, 4.585]",0.95,"[-10, 7.529]","[-10, 8.249]","[-4.539, -0.876]","[-10, 7.529]",0,0,0,NA
"North Sea","Scomber scombrus","1982","4","5",4,1,0,198,"1",0.02,-10,"[-10, 3.882]",0.95,"[-10, 6.826]","[-10, 7.545]","[-4.891, -1.227]","[-10, 6.826]",0,0,0,NA
"North Sea","Scomber scombrus","1983","1","2",21,7,6,198,"4.5715e-06",0.742,4.202,"[3.604, 4.712]",0.95,"[2.187, 7.379]","[2.003, 8.088]","[2.378, 6.89]","[2.213, 7.399]",0.273,0.429,0.857,NA
"North Sea","Scomber scombrus","1983","1","3",21,22,18,198,"0.0000e+00",2.333,5.43,"[5.109, 5.701]",0.95,"[3.904, 7.146]","[3.816, 7.46]","[4.046, 7.052]","[3.964, 7.196]",0.72,0.837,0.857,NA
"North Sea","Scomber scombrus","1983","1","4",21,33,19,198,"0.0000e+00",3.5,4.651,"[4.315, 4.904]",0.95,"[3.108, 6.534]","[3.091, 6.924]","[3.296, 6.411]","[3.224, 6.584]",0.543,0.704,0.905,NA
"North Sea","Scomber scombrus","1983","1","5",21,35,17,198,"1.1615e-11",3.712,3.589,"[3.39, 3.746]",0.95,"[2.435, 4.859]","[2.34, 5.101]","[2.486, 4.856]","[2.445, 4.924]",0.436,0.607,0.81,NA
"North Sea","Scomber scombrus","1983","2","3",7,22,7,198,"8.0202e-08",0.778,10,"[4.642, 10]",0.95,"[2.905, 10]","[2.687, 10]","[6.344, 9.009]","[2.96, 10]",0.318,0.483,1,NA
"North Sea","Scomber scombrus","1983","2","4",7,33,7,198,"2.0090e-06",1.167,10,"[4.061, 10]",0.95,"[2.325, 10]","[2.126, 10]","[6.063, 8.715]","[2.395, 10]",0.212,0.35,1,NA
"North Sea","Scomber scombrus","1983","2","5",7,35,7,198,"3.1623e-06",1.237,10,"[3.978, 10]",0.95,"[2.241, 10]","[2.045, 10]","[6.022, 8.673]","[2.313, 10]",0.2,0.333,1,NA
"North Sea","Scomber scombrus","1983","3","4",22,33,20,198,"0.0000e+00",3.667,4.772,"[4.436, 5.026]",0.95,"[3.229, 6.658]","[3.21, 7.048]","[3.415, 6.535]","[3.344, 6.708]",0.571,0.727,0.909,NA
"North Sea","Scomber scombrus","1983","3","5",22,35,19,198,"0.0000e+00",3.889,4.104,"[3.858, 4.291]",0.95,"[2.819, 5.578]","[2.746, 5.868]","[2.911, 5.541]","[2.861, 5.639]",0.5,0.667,0.864,NA
"North Sea","Scomber scombrus","1983","4","5",33,35,28,198,"0.0000e+00",5.833,4.766,"[4.564, 4.93]",0.95,"[3.574, 6.037]","[3.504, 6.254]","[3.653, 6.019]","[3.61, 6.086]",0.7,0.824,0.848,NA
"North Sea","Scomber scombrus","1984","1","2",7,15,1,198,"0.429",0.53,0.74,"[0.226, 1.341]",0.95,"[-2.443, 2.754]","[-3.151, 2.96]","[-1.953, 2.577]","[-2.463, 2.746]",0.048,0.091,0.143,NA
"North Sea","Scomber scombrus","1984","1","3",7,26,3,198,"0.0494",0.919,1.687,"[1.393, 1.995]",0.95,"[0.006, 3.271]","[-0.295, 3.532]","[0.083, 3.213]","[-0.046, 3.323]",0.1,0.182,0.429,NA
"North Sea","Scomber scombrus","1984","1","4",7,5,3,198,"3e-04",0.177,4.147,"[3.644, 4.631]",0.95,"[2.068, 6.458]","[1.746, 6.867]","[2.246, 6.215]","[2.033, 6.491]",0.333,0.5,0.6,NA
"North Sea","Scomber scombrus","1984","1","5",7,1,1,198,"0.0354",0.035,10,"[3.306, 10]",0.95,"[0.362, 10]","[-0.357, 10]","[4.821, 8.485]","[0.362, 10]",0.143,0.25,1,NA
"North Sea","Scomber scombrus","1984","2","3",15,26,11,198,"2.2396e-08",1.97,3.389,"[3.173, 3.57]",0.95,"[2.146, 4.721]","[2.036, 4.967]","[2.209, 4.707]","[2.159, 4.782]",0.367,0.537,0.733,NA
"North Sea","Scomber scombrus","1984","2","4",15,5,2,198,"0.047",0.379,2.198,"[1.782, 2.635]",0.95,"[0.036, 4.143]","[-0.364, 4.456]","[0.227, 4.006]","[-0.003, 4.184]",0.111,0.2,0.4,NA
"North Sea","Scomber scombrus","1984","2","5",15,1,0,198,"1",0.076,-10,"[-10, 2.501]",0.95,"[-10, 5.446]","[-10, 6.165]","[-5.581, -1.917]","[-10, 5.446]",0,0,0,NA
"North Sea","Scomber scombrus","1984","3","4",26,5,2,198,"0.1293",0.657,1.534,"[1.135, 1.958]",0.95,"[-0.596, 3.443]","[-0.995, 3.754]","[-0.415, 3.318]","[-0.637, 3.486]",0.069,0.129,0.4,NA
"North Sea","Scomber scombrus","1984","3","5",26,1,1,198,"0.1313",0.131,10,"[1.889, 10]",0.95,"[-1.055, 10]","[-1.774, 10]","[4.113, 7.776]","[-1.055, 10]",0.038,0.074,1,NA
"North Sea","Scomber scombrus","1984","4","5",5,1,0,198,"1",0.025,-10,"[-10, 3.653]",0.95,"[-10, 6.598]","[-10, 7.317]","[-5.005, -1.342]","[-10, 6.598]",0,0,0,NA
"North Sea","Scomber scombrus","1985","1","2",16,29,13,198,"3.8244e-10",2.343,3.763,"[3.509, 3.965]",0.95,"[2.403, 5.269]","[2.345, 5.561]","[2.527, 5.226]","[2.471, 5.328]",0.406,0.578,0.812,NA
"North Sea","Scomber scombrus","1985","1","3",16,5,4,198,"1e-04",0.404,4.04,"[3.408, 4.604]",0.95,"[1.92, 7.292]","[1.636, 8.001]","[2.092, 6.779]","[1.887, 7.311]",0.235,0.381,0.8,NA
"North Sea","Scomber scombrus","1985","1","4",16,10,2,198,"0.1881",0.808,1.125,"[0.826, 1.486]",0.95,"[-0.838, 2.75]","[-1.231, 2.873]","[-0.697, 2.608]","[-0.885, 2.704]",0.083,0.154,0.2,NA
"North Sea","Scomber scombrus","1985","2","3",29,5,5,198,"4.9273e-05",0.732,10,"[3.805, 10]",0.95,"[1.823, 10]","[1.778, 10]","[5.889, 8.597]","[2.069, 10]",0.172,0.294,1,NA
"North Sea","Scomber scombrus","1985","2","4",29,10,5,198,"0.0072",1.465,1.906,"[1.69, 2.121]",0.95,"[0.586, 3.229]","[0.361, 3.454]","[0.598, 3.216]","[0.527, 3.287]",0.147,0.256,0.5,NA
"North Sea","Scomber scombrus","1985","3","4",5,10,1,198,"0.2304",0.253,1.615,"[1.034, 2.257]",0.95,"[-1.66, 3.777]","[-2.37, 4.068]","[-1.139, 3.592]","[-1.678, 3.809]",0.071,0.133,0.2,NA
"North Sea","Scomber scombrus","1986","1","2",11,20,3,198,"0.0861",1.111,1.311,"[1.081, 1.581]",0.95,"[-0.249, 2.715]","[-0.543, 2.859]","[-0.196, 2.638]","[-0.306, 2.71]",0.107,0.194,0.273,NA
"North Sea","Scomber scombrus","1986","1","3",11,11,3,198,"0.0166",0.611,2.104,"[1.838, 2.398]",0.95,"[0.467, 3.749]","[0.168, 3.784]","[0.537, 3.523]","[0.413, 3.612]",0.158,0.273,0.273,NA
"North Sea","Scomber scombrus","1986","1","4",11,22,2,198,"0.6151",1.222,0.614,"[0.336, 0.963]",0.95,"[-1.312, 2.185]","[-1.703, 2.291]","[-1.18, 2.049]","[-1.361, 2.134]",0.065,0.121,0.182,NA
"North Sea","Scomber scombrus","1986","1","5",11,16,4,198,"0.0068",0.889,2.098,"[1.875, 2.338]",0.95,"[0.68, 3.534]","[0.429, 3.635]","[0.709, 3.409]","[0.622, 3.48]",0.174,0.296,0.364,NA
"North Sea","Scomber scombrus","1986","2","3",20,11,3,198,"0.0861",1.111,1.311,"[1.081, 1.581]",0.95,"[-0.249, 2.715]","[-0.543, 2.859]","[-0.196, 2.638]","[-0.306, 2.71]",0.107,0.194,0.273,NA
"North Sea","Scomber scombrus","1986","2","4",20,22,12,198,"9.9782e-09",2.222,3.189,"[3.029, 3.333]",0.95,"[2.031, 4.351]","[1.991, 4.468]","[2.135, 4.295]","[2.097, 4.341]",0.4,0.571,0.6,NA
"North Sea","Scomber scombrus","1986","2","5",20,16,8,198,"1.9980e-05",1.616,2.622,"[2.455, 2.784]",0.95,"[1.378, 3.838]","[1.335, 3.934]","[1.503, 3.757]","[1.458, 3.805]",0.286,0.444,0.5,NA
"North Sea","Scomber scombrus","1986","3","4",11,22,1,198,"1",1.222,-0.234,"[-0.696, 0.336]",0.95,"[-3.344, 1.662]","[-4.051, 1.807]","[-2.877, 1.491]","[-3.366, 1.626]",0.031,0.061,0.091,NA
"North Sea","Scomber scombrus","1986","3","5",11,16,6,198,"3.7916e-05",0.889,3.015,"[2.784, 3.237]",0.95,"[1.514, 4.397]","[1.479, 4.618]","[1.709, 4.362]","[1.637, 4.442]",0.286,0.444,0.545,NA
"North Sea","Scomber scombrus","1986","4","5",22,16,6,198,"0.0036",1.778,1.813,"[1.655, 1.981]",0.95,"[0.589, 2.973]","[0.479, 3.078]","[0.665, 2.917]","[0.615, 2.96]",0.188,0.316,0.375,NA
"North Sea","Scomber scombrus","1987","1","2",10,30,6,198,"0.001",1.515,2.307,"[2.075, 2.521]",0.95,"[0.848, 3.703]","[0.79, 3.953]","[1.012, 3.679]","[0.944, 3.762]",0.176,0.3,0.6,NA
"North Sea","Scomber scombrus","1987","1","3",10,23,5,198,"0.0023",1.162,2.224,"[2.001, 2.445]",0.95,"[0.885, 3.567]","[0.659, 3.795]","[0.901, 3.55]","[0.827, 3.625]",0.179,0.303,0.5,NA
"North Sea","Scomber scombrus","1987","1","4",10,14,7,198,"1.7556e-07",0.707,4.025,"[3.714, 4.301]",0.95,"[2.423, 5.708]","[2.335, 6.014]","[2.596, 5.626]","[2.505, 5.759]",0.412,0.583,0.7,NA
"North Sea","Scomber scombrus","1987","1","5",10,13,5,198,"1e-04",0.657,3.068,"[2.812, 3.319]",0.95,"[1.643, 4.587]","[1.409, 4.759]","[1.675, 4.48]","[1.589, 4.572]",0.278,0.435,0.5,NA
"North Sea","Scomber scombrus","1987","2","3",30,23,17,198,"5.0125e-12",3.485,3.524,"[3.362, 3.66]",0.95,"[2.405, 4.735]","[2.366, 4.825]","[2.497, 4.643]","[2.463, 4.69]",0.472,0.642,0.739,NA
"North Sea","Scomber scombrus","1987","2","4",30,14,7,198,"0.0015",2.121,1.93,"[1.766, 2.092]",0.95,"[0.75, 3.103]","[0.63, 3.236]","[0.803, 3.061]","[0.757, 3.107]",0.189,0.318,0.5,NA
"North Sea","Scomber scombrus","1987","2","5",30,13,6,198,"0.0059",1.97,1.735,"[1.564, 1.911]",0.95,"[0.471, 2.933]","[0.368, 3.075]","[0.56, 2.893]","[0.508, 2.943]",0.162,0.279,0.462,NA
"North Sea","Scomber scombrus","1987","3","4",23,14,7,198,"2e-04",1.626,2.329,"[2.155, 2.499]",0.95,"[1.132, 3.516]","[0.997, 3.673]","[1.177, 3.488]","[1.127, 3.539]",0.233,0.378,0.5,NA
"North Sea","Scomber scombrus","1987","3","5",23,13,7,198,"1e-04",1.51,2.486,"[2.3, 2.665]",0.95,"[1.263, 3.834]","[1.118, 3.897]","[1.305, 3.693]","[1.253, 3.75]",0.241,0.389,0.538,NA
"North Sea","Scomber scombrus","1987","4","5",14,13,11,198,"0.0000e+00",0.919,5.631,"[5.192, 6.018]",0.95,"[3.838, 7.802]","[3.707, 8.208]","[4.022, 7.595]","[3.892, 7.839]",0.688,0.815,0.846,NA
"North Sea","Scomber scombrus","1988","1","2",16,11,3,198,"0.0481",0.889,1.599,"[1.359, 1.875]",0.95,"[0.017, 3.032]","[-0.279, 3.182]","[0.075, 2.951]","[-0.039, 3.027]",0.125,0.222,0.273,NA
"North Sea","Scomber scombrus","1988","1","3",16,9,1,198,"1",0.727,0.369,"[-0.118, 0.954]",0.95,"[-2.777, 2.426]","[-3.485, 2.494]","[-2.299, 2.148]","[-2.798, 2.299]",0.042,0.08,0.111,NA
"North Sea","Scomber scombrus","1988","1","4",16,3,1,198,"0.2244",0.242,1.774,"[1.087, 2.491]",0.95,"[-1.639, 4.372]","[-2.35, 4.783]","[-1.075, 4.068]","[-1.655, 4.399]",0.056,0.105,0.333,NA
"North Sea","Scomber scombrus","1988","1","5",16,10,1,198,"1",0.808,0.247,"[-0.233, 0.826]",0.95,"[-2.888, 2.232]","[-3.596, 2.343]","[-2.414, 2.007]","[-2.909, 2.153]",0.04,0.077,0.1,NA
"North Sea","Scomber scombrus","1988","2","3",11,9,2,198,"0.0817",0.5,1.726,"[1.395, 2.107]",0.95,"[-0.295, 3.468]","[-0.69, 3.586]","[-0.139, 3.284]","[-0.34, 3.397]",0.111,0.2,0.222,NA
"North Sea","Scomber scombrus","1988","2","4",11,3,1,198,"0.1583",0.167,2.197,"[1.495, 2.925]",0.95,"[-1.236, 4.818]","[-1.947, 5.23]","[-0.664, 4.504]","[-1.252, 4.844]",0.077,0.143,0.333,NA
"North Sea","Scomber scombrus","1988","2","5",11,10,1,198,"0.4431",0.556,0.677,"[0.179, 1.268]",0.95,"[-2.484, 2.793]","[-3.193, 2.833]","[-2.001, 2.475]","[-2.505, 2.632]",0.05,0.095,0.1,NA
"North Sea","Scomber scombrus","1988","3","4",9,3,2,198,"0.0054",0.136,3.899,"[3.159, 4.616]",0.95,"[1.258, 7.354]","[0.845, 8.065]","[1.582, 6.771]","[1.234, 7.369]",0.2,0.333,0.667,NA
"North Sea","Scomber scombrus","1988","3","5",9,10,4,198,"4e-04",0.455,3.143,"[2.848, 3.437]",0.95,"[1.564, 4.903]","[1.301, 4.97]","[1.624, 4.653]","[1.512, 4.764]",0.267,0.421,0.444,NA
"North Sea","Scomber scombrus","1988","4","5",3,10,1,198,"0.1447",0.152,2.304,"[1.598, 3.036]",0.95,"[-1.135, 4.934]","[-1.847, 5.346]","[-0.56, 4.616]","[-1.151, 4.959]",0.083,0.154,0.333,NA
"North Sea","Scomber scombrus","1989","1","2",10,10,5,198,"2.3605e-05",0.505,3.536,"[3.243, 3.816]",0.95,"[1.996, 5.264]","[1.785, 5.369]","[2.075, 5.044]","[1.975, 5.157]",0.333,0.5,0.5,NA
"North Sea","Scomber scombrus","1989","1","3",10,20,1,198,"1",1.01,-0.012,"[-0.483, 0.563]",0.95,"[-3.135, 1.926]","[-3.843, 2.061]","[-2.664, 1.733]","[-3.156, 1.875]",0.034,0.067,0.1,NA
"North Sea","Scomber scombrus","1989","1","4",10,12,1,198,"0.4729",0.606,0.577,"[0.084, 1.165]",0.95,"[-2.577, 2.655]","[-3.285, 2.717]","[-2.096, 2.365]","[-2.598, 2.519]",0.048,0.091,0.1,NA
"North Sea","Scomber scombrus","1989","1","5",10,8,4,198,"2e-04",0.404,3.363,"[3.043, 3.676]",0.95,"[1.732, 5.025]","[1.466, 5.301]","[1.804, 4.945]","[1.683, 5.074]",0.286,0.444,0.5,NA
"North Sea","Scomber scombrus","1989","2","3",10,20,3,198,"0.067",1.01,1.449,"[1.209, 1.725]",0.95,"[-0.132, 2.923]","[-0.428, 3.041]","[-0.075, 2.807]","[-0.188, 2.883]",0.111,0.2,0.3,NA
"North Sea","Scomber scombrus","1989","2","4",10,12,2,198,"0.1155",0.606,1.48,"[1.165, 1.851]",0.95,"[-0.513, 3.218]","[-0.907, 3.281]","[-0.364, 2.999]","[-0.559, 3.103]",0.1,0.182,0.2,NA
"North Sea","Scomber scombrus","1989","2","5",10,8,4,198,"2e-04",0.404,3.363,"[3.043, 3.676]",0.95,"[1.732, 5.025]","[1.466, 5.301]","[1.804, 4.945]","[1.683, 5.074]",0.286,0.444,0.5,NA
"North Sea","Scomber scombrus","1989","3","4",20,12,11,198,"5.5416e-12",1.212,5.288,"[4.703, 5.775]",0.95,"[3.353, 8.435]","[3.202, 9.143]","[3.534, 7.955]","[3.387, 8.456]",0.524,0.688,0.917,NA
"North Sea","Scomber scombrus","1989","3","5",20,8,3,198,"0.0357",0.808,1.793,"[1.52, 2.089]",0.95,"[0.148, 3.307]","[-0.152, 3.529]","[0.218, 3.248]","[0.094, 3.344]",0.12,0.214,0.375,NA
"North Sea","Scomber scombrus","1989","4","5",12,8,3,198,"0.0081",0.485,2.459,"[2.16, 2.776]",0.95,"[0.757, 4.125]","[0.454, 4.28]","[0.841, 3.973]","[0.706, 4.082]",0.176,0.3,0.375,NA
"North Sea","Scomber scombrus","1990","1","2",31,39,22,198,"4.5246e-12",6.106,3.043,"[2.926, 3.143]",0.95,"[2.073, 4.014]","[2.061, 4.111]","[2.159, 3.985]","[2.137, 4.013]",0.458,0.629,0.71,NA
"North Sea","Scomber scombrus","1990","1","3",31,44,27,198,"0.0000e+00",6.889,4.046,"[3.853, 4.192]",0.95,"[2.89, 5.289]","[2.848, 5.529]","[2.981, 5.29]","[2.944, 5.355]",0.562,0.72,0.871,NA
"North Sea","Scomber scombrus","1990","1","4",31,28,18,198,"8.4883e-11",4.384,3.048,"[2.924, 3.158]",0.95,"[2.081, 4.048]","[2.02, 4.149]","[2.128, 4.018]","[2.103, 4.048]",0.439,0.61,0.643,NA
"North Sea","Scomber scombrus","1990","1","5",31,23,11,198,"9.3016e-05",3.601,1.945,"[1.831, 2.058]",0.95,"[0.984, 2.918]","[0.897, 2.998]","[1.013, 2.88]","[0.987, 2.907]",0.256,0.407,0.478,NA
"North Sea","Scomber scombrus","1990","2","3",39,44,29,198,"0.0000e+00",8.667,3.296,"[3.185, 3.388]",0.95,"[2.403, 4.309]","[2.352, 4.325]","[2.443, 4.208]","[2.423, 4.233]",0.537,0.699,0.744,NA
"North Sea","Scomber scombrus","1990","2","4",39,28,16,198,"1.6803e-06",5.515,2.126,"[2.026, 2.219]",0.95,"[1.242, 3.038]","[1.183, 3.103]","[1.277, 2.999]","[1.257, 3.021]",0.314,0.478,0.571,NA
"North Sea","Scomber scombrus","1990","2","5",39,23,18,198,"7.5296e-11",4.53,3.244,"[3.077, 3.377]",0.95,"[2.118, 4.372]","[2.095, 4.584]","[2.222, 4.388]","[2.189, 4.438]",0.409,0.581,0.783,NA
"North Sea","Scomber scombrus","1990","3","4",44,28,26,198,"0.0000e+00",6.222,4.653,"[4.328, 4.89]",0.95,"[3.221, 6.503]","[3.149, 6.892]","[3.338, 6.389]","[3.274, 6.556]",0.565,0.722,0.929,NA
"North Sea","Scomber scombrus","1990","3","5",44,23,16,198,"2.3495e-07",5.111,2.466,"[2.335, 2.577]",0.95,"[1.47, 3.606]","[1.42, 3.615]","[1.53, 3.471]","[1.505, 3.504]",0.314,0.478,0.696,NA
"North Sea","Scomber scombrus","1990","4","5",28,23,10,198,"2e-04",3.253,1.888,"[1.772, 2.006]",0.95,"[0.856, 2.873]","[0.813, 2.955]","[0.935, 2.835]","[0.907, 2.863]",0.244,0.392,0.435,NA
"North Sea","Scomber scombrus","1991","1","2",22,6,4,198,"0.0015",0.667,2.929,"[2.53, 3.289]",0.95,"[1.181, 4.998]","[0.913, 5.395]","[1.272, 4.831]","[1.136, 5.041]",0.167,0.286,0.667,NA
"North Sea","Scomber scombrus","1991","1","3",22,19,16,198,"0.0000e+00",2.111,4.939,"[4.649, 5.18]",0.95,"[3.52, 6.557]","[3.408, 6.86]","[3.618, 6.487]","[3.547, 6.611]",0.64,0.78,0.842,NA
"North Sea","Scomber scombrus","1991","1","4",22,11,5,198,"0.0032",1.222,2.1,"[1.895, 2.311]",0.95,"[0.799, 3.545]","[0.575, 3.586]","[0.809, 3.368]","[0.74, 3.433]",0.179,0.303,0.455,NA
"North Sea","Scomber scombrus","1991","1","5",22,11,4,198,"0.0226",1.222,1.666,"[1.457, 1.895]",0.95,"[0.283, 3.001]","[0.034, 3.149]","[0.305, 2.937]","[0.224, 3.002]",0.138,0.242,0.364,NA
"North Sea","Scomber scombrus","1991","2","3",6,19,3,198,"0.0126",0.576,2.372,"[2.025, 2.719]",0.95,"[0.589, 4.158]","[0.283, 4.464]","[0.689, 4.057]","[0.542, 4.205]",0.136,0.24,0.5,NA
"North Sea","Scomber scombrus","1991","2","4",6,11,3,198,"0.0024",0.333,3.085,"[2.711, 3.457]",0.95,"[1.242, 4.94]","[0.932, 5.253]","[1.358, 4.82]","[1.197, 4.984]",0.214,0.353,0.5,NA
"North Sea","Scomber scombrus","1991","2","5",6,11,1,198,"0.2935",0.333,1.281,"[0.733, 1.902]",0.95,"[-1.95, 3.531]","[-2.659, 3.613]","[-1.444, 3.186]","[-1.969, 3.378]",0.062,0.118,0.167,NA
"North Sea","Scomber scombrus","1991","3","4",19,11,5,198,"0.0015",1.056,2.308,"[2.096, 2.524]",0.95,"[0.99, 3.796]","[0.764, 3.817]","[1.003, 3.592]","[0.931, 3.66]",0.2,0.333,0.455,NA
